ID: 2971065986396947352, Name: CCTV-3, url: http://38.75.136.137:98/gslb/dsdqpub/cctv3hd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 360 ms, Speed: 4.80 M/s, Resolution: 1280x720, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 170856487343826351, Name: 江西卫视, url: http://154.219.125.138:5050/ysp?id=2024061703&pid=600002503&q=fhd, From: Subscribe, IPv Type: ipv4, Location: 中国-香港, ISP: LARUS, Delay: 130 ms, Speed: 8.77 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: -3984803373504653364, Name: 江西卫视, url: http://183.215.134.239:19901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0, From: Subscribe, IPv Type: ipv4, Location: 中国-湖南-长沙, ISP: 移动, Delay: 7397 ms, Speed: 0.52 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 7747754342452944561, Name: 辽宁卫视, url: http://38.75.136.137:98/gslb/dsdqpub/lnwshd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 394 ms, Speed: 8.42 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 6310820723856978698, Name: 青海卫视, url: http://38.75.136.137:98/gslb/dsdqpub/qhws.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 396 ms, Speed: 8.50 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 5497076067402272599, Name: 青海卫视, url: http://107.150.60.122/live/qhws.m3u8, From: Subscribe, IPv Type: ipv4, Location: 美国-密苏里州-杰克逊县, ISP: NOCIX数据中心, Delay: 395 ms, Speed: 8.53 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 1786538778176091104, Name: 青海卫视, url: http://154.219.125.138:5050/ysp?id=2025559103&pid=600190406&q=fhd, From: Subscribe, IPv Type: ipv4, Location: 中国-香港, ISP: LARUS, Delay: 132 ms, Speed: 8.77 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: -2429038215122099725, Name: 山东卫视, url: http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 393 ms, Speed: 8.42 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 1607360440005374290, Name: 山东卫视, url: http://107.150.60.122/live/sdwshd.m3u8, From: Subscribe, IPv Type: ipv4, Location: 美国-密苏里州-杰克逊县, ISP: NOCIX数据中心, Delay: 395 ms, Speed: 8.35 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 6990872607550833520, Name: 陕西卫视, url: http://107.150.60.122/live/snwshd.m3u8, From: Subscribe, IPv Type: ipv4, Location: 美国-密苏里州-杰克逊县, ISP: NOCIX数据中心, Delay: 432 ms, Speed: 7.65 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 693455102321313990, Name: 陕西卫视, url: http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 394 ms, Speed: 8.40 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: -705863046050517398, Name: 四川卫视, url: http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 401 ms, Speed: 8.22 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 4880276659177757314, Name: 四川卫视, url: http://218.17.33.178:53290/tsfile/live/0123_1.m3u8?key=txiptv, From: Subscribe, IPv Type: ipv4, Location: 中国-广东-深圳, ISP: 电信, Delay: 3964 ms, Speed: 1.18 M/s, Resolution: 1920x1080, FPS: 50.0, Video Codec: h264, Audio Codec: mp2
ID: 4353238842906081598, Name: 深圳卫视, url: http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 393 ms, Speed: 8.44 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: -5372281140288274117, Name: 深圳卫视, url: http://107.150.60.122/live/szwshd.m3u8, From: Subscribe, IPv Type: ipv4, Location: 美国-密苏里州-杰克逊县, ISP: NOCIX数据中心, Delay: 403 ms, Speed: 8.17 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 1193987258124464754, Name: 深圳卫视, url: http://183.215.134.239:19901/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0, From: Subscribe, IPv Type: ipv4, Location: 中国-湖南-长沙, ISP: 移动, Delay: 7053 ms, Speed: 0.53 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 1341439132305186967, Name: 深圳卫视, url: http://116.76.254.170:44330/tsfile/live/1013_1.m3u8?key=txiptv&playlive=0&authid=0, From: Subscribe, IPv Type: ipv4, Location: 中国-广东-深圳, ISP: 天威视讯, Delay: 10184 ms, Speed: 0.26 M/s, Resolution: 1280x720, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 8741548576949935735, Name: 深圳卫视, url: http://38.64.72.148:80/hls/modn/list/4007/playlist.m3u8, From: Subscribe, IPv Type: ipv4, Location: 美国-加利福尼亚州-洛杉矶, ISP: Cogent, Delay: 4457 ms, Speed: 0.52 M/s, Resolution: 1920x1080, FPS: 29.97002997002997, Video Codec: h264, Audio Codec: aac
ID: -5815099930579750312, Name: 三沙卫视, url: http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 454 ms, Speed: 11.40 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 4635483670668207016, Name: 三沙卫视, url: http://nn.7x9d.cn/地方台8563/海南.php?id=ssws, From: Subscribe, IPv Type: ipv4, Location: 中国-江苏-宿迁, ISP: 七星云BGP数据中心, Delay: 1494 ms, Speed: 0.27 M/s, Resolution: 1280x720, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 4572707298913729017, Name: 天津卫视, url: http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 391 ms, Speed: 8.33 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 7912561739337198944, Name: 三沙卫视, url: https://srs.ssws.tv/video/sstv-10/index.m3u8, From: Subscribe, IPv Type: ipv4, Location: 中国-山东, ISP: 联通, Delay: 1741 ms, Speed: 0.30 M/s, Resolution: 1280x720, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 5674113090070752550, Name: 天津卫视, url: http://107.150.60.122/live/tjwshd.m3u8, From: Subscribe, IPv Type: ipv4, Location: 美国-密苏里州-杰克逊县, ISP: NOCIX数据中心, Delay: 422 ms, Speed: 7.81 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: -4037735492336612981, Name: 西藏卫视, url: http://154.219.125.138:5050/ysp?id=2025558003&pid=600190403&q=fhd, From: Subscribe, IPv Type: ipv4, Location: 中国-香港, ISP: LARUS, Delay: 139 ms, Speed: 8.77 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: 6463963712009359806, Name: 新疆卫视, url: http://154.219.125.138:5050/ysp?id=2019927403&pid=600152138&q=fhd, From: Subscribe, IPv Type: ipv4, Location: 中国-香港, ISP: LARUS, Delay: 131 ms, Speed: 8.77 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
ID: -7184588127998380489, Name: 云南卫视, url: http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub, From: Subscribe, IPv Type: ipv4, Location: 美国-伊利诺伊州-库克, ISP: Cogent, Delay: 389 ms, Speed: 8.44 M/s, Resolution: 1920x1080, FPS: 25.0, Video Codec: h264, Audio Codec: aac
